First Token Time,Final Token Time,Chunk Count
2.627888612449169,9.85870923101902,39
5.271101359277964,9.171607233583927,55
4.349165434017777,14.393672779202461,106
7.178560817614198,10.552418982610106,18
5.296777626499534,15.401986133307219,38
8.023152008652687,13.522138513624668,56
12.80911118350923,12.241543062031269,55
9.022651884704828,13.413948887959123,73
11.352975871413946,25.593020806089044,246
10.175317870453,27.448027297854424,276
9.589562077075243,8.839776832610369,72
10.538126964122057,25.54875898733735,223
4.8072789423167706,6.201256280764937,19
4.546732842922211,8.912262575700879,35
5.078455636277795,12.177627634257078,114
4.091505080461502,19.031351193785667,213
5.7628703489899635,7.434031141921878,20
5.595740647986531,12.354599507525563,102
6.4309842474758625,21.246780114248395,250
6.502205776050687,13.807741798460484,113
6.201051104813814,7.989021630957723,37
3.60851669870317,9.29385718330741,89
4.7412289921194315,10.731551922857761,50
6.003841187804937,8.964905543252826,53
4.016642512753606,43.26106085255742,394
8.543797699734569,13.807825211435556,46
7.780376935377717,12.32039382867515,41
9.808660825714469,17.00279966928065,64
9.070928821340203,14.211719127371907,63
8.061993766576052,20.48877664655447,92
7.880680151283741,24.4671795591712,140
11.75652821175754,11.684355936944485,2
9.686063542962074,19.91615915670991,92
9.092747328802943,11.519402692094445,24
11.660919452086091,14.597513850778341,42
9.312641704455018,23.956548180431128,162
10.81803022697568,7.545047629624605,24
10.779906965792179,9.752085400745273,42
6.36649234034121,9.764766471460462,40
6.470976212993264,11.237782577052712,19
5.744882019236684,10.600950319319963,4
5.495322998613119,21.95706155896187,158
8.357701607048512,15.970345616340637,79
7.494256278499961,9.557482628151774,27
7.381946077570319,10.447906969115138,62
8.755610056221485,29.18518289551139,207
10.524554455652833,44.82900860719383,364
6.349341599270701,12.98573837056756,66
7.590535217896104,14.456666043028235,61
8.025753585621715,15.845587618649006,84
8.149777812883258,10.416276272386312,21
5.349653337150812,18.68003200367093,119
8.3119553681463,12.85318473353982,41
9.550083473324776,13.288905648514628,23
9.914566956460476,16.134760381653905,44
9.06180322356522,11.072772590443492,2
13.035572057589889,8.666832180693746,5
11.034439980983734,6.999084843322635,25
8.568233899772167,7.319458059966564,28
6.418940698727965,24.549612851813436,127
6.433181783184409,15.91695243306458,102
6.666789254173636,14.024745177477598,65
8.735189514234662,9.939209716394544,26
6.246973717585206,11.909382661804557,45
10.32638474740088,16.538315596058965,104
7.920365856960416,16.134184641763568,65
6.9290449526160955,38.85039295069873,288
10.560648759827018,14.296487413346767,55
10.915332142263651,13.450546706095338,54
7.305726293474436,7.26243551261723,11
10.639787591993809,14.062929563224316,92
7.019787400960922,7.178024282678962,23
6.537541180849075,13.706911362707615,69
7.201424457132816,13.918223777785897,72
6.649641463533044,30.483161367475986,170
6.1078980676829815,14.470605250447989,67
11.669852804392576,16.522908682003617,49
9.934989465400577,20.14352228678763,120
8.021632887423038,23.660595456138253,129
11.181143818423152,17.465825092047453,64
11.125372709706426,29.364307500422,228
11.931657787412405,16.507284803315997,78
11.546418905258179,8.430049365386367,55
13.207831680774689,15.033784927800298,104
5.881770584732294,31.95396064966917,222
10.572805114090443,21.86034671589732,141
5.635062938556075,12.565794365480542,60
3.715254534035921,16.42695016041398,118
7.552364356815815,15.52754914201796,93
6.166553219780326,9.579147595912218,50
8.160528855398297,12.325399693101645,63
8.586578393355012,15.318142527714372,98
6.722134070470929,44.57982514426112,390
7.267444318160415,8.872880220413208,36
10.897986942902207,28.932162325829268,240
9.424394335597754,10.688754079863429,69
8.559991363435984,21.466423695906997,154
7.930906895548105,20.916995944455266,150
6.020276783034205,10.369225574657321,18
4.646392287686467,15.269137440249324,77
6.273780012503266,17.695616913959384,118
8.833521647378802,14.430665018036962,45
8.725815704092383,32.616826832294464,229
9.235415300354362,15.582065911963582,55
9.204054523259401,10.730555711314082,23
10.990000315010548,19.09542753174901,81
10.653386758640409,15.461052767932415,60
7.303568556904793,18.154136266559362,110
6.314160395413637,11.860854545608163,4
6.727350844070315,15.851652171462774,56
10.526014052331448,19.351890828460455,90
11.352203270420432,14.2263252325356,30
11.385546201840043,16.891457056626678,39
12.126257162541151,19.96156213246286,38
19.176118332892656,10.785104116424918,11
11.362663829699159,18.053109172731638,49
10.540827529504895,27.468926660716534,99
10.637413887307048,8.559995923191309,26
12.532828571274877,8.05252388305962,39
12.731718365103006,26.138000167906284,142
8.579487899318337,10.004267122596502,22
5.818932319059968,27.156963041052222,161
6.723185274749994,16.297878896817565,79
8.362337039783597,31.05157308280468,229
8.160597946494818,18.19705369696021,124
8.555892672389746,7.585993444547057,34
6.911129971966147,7.331035723909736,42
5.292560264468193,9.020036794245243,9
4.805438809096813,9.367860931903124,27
4.355732558295131,34.44942147657275,301
7.23874131962657,15.596347713842988,85
5.293932445347309,13.244563383981586,78
8.694351308047771,31.796881183981895,242
8.817321518436074,14.106156136840582,65
8.913308238610625,7.634526800364256,32
7.009468384087086,17.037024941295385,98
6.7990247663110495,34.87147903256118,337
9.333553491160274,9.213062165305018,30
9.779486345127225,9.630818631500006,19
6.463340055197477,21.738185120746493,184
6.790318110957742,9.836147669702768,59
6.457010952755809,5.914198208600283,9
9.175397092476487,13.384013062343001,84
8.272072011604905,23.634386932477355,170
5.649408463388681,11.468030827119946,55
7.464688424021006,13.865102605894208,99
7.527266178280115,5.999566165730357,31
4.693233948200941,N/A,N/A
