First Token Time,Final Token Time,Chunk Count
1.5624315198510885,2.5521697849035263,23
1.6084983721375465,1.9707489181309938,6
1.8464411720633507,3.069127842783928,39
1.910873332992196,4.944754721596837,56
1.8834927137941122,4.033620323985815,39
2.3505674079060555,2.298865592107177,10
2.0518422815948725,4.319350719451904,28
2.077689692378044,3.710669694468379,16
1.9950505290180445,7.920636558905244,92
2.8309864588081837,5.038172338157892,39
2.7041257563978434,6.201705563813448,52
2.1850557513535023,4.160515416413546,21
3.1557608153671026,4.858323078602552,30
2.799582626670599,7.633385870605707,66
2.577374242246151,1.8640867043286562,2
2.5289414655417204,7.849610533565283,74
2.096249656751752,13.324787462130189,176
4.491253763437271,4.48141323029995,62
3.6090065855532885,2.199998965486884,14
3.741040427237749,2.4350397773087025,27
1.7285195123404264,9.427865501493216,118
1.825301943346858,9.117665460333228,138
1.7330682426691055,12.484591826796532,184
1.8507349882274866,2.592910811305046,17
2.392898002639413,3.076995451003313,37
2.1796371955424547,12.472500715404749,214
2.1280093863606453,4.136066975072026,67
1.7516004722565413,2.3752896077930927,2
2.045437326654792,3.450044382363558,27
2.3426978662610054,2.3748478554189205,3
2.3143470846116543,3.367730611935258,28
2.322698149830103,5.8820052575320005,68
2.876772850751877,3.8665148448199034,23
3.0718399193137884,4.417905114591122,11
3.218532044440508,6.774280782788992,39
3.8963517267256975,7.039806624874473,30
3.8880910612642765,9.559055415913463,76
3.2081566154956818,2.6568820532411337,12
5.115350237116218,7.666475495323539,63
3.9577172826975584,10.870488876476884,92
4.629393611103296,5.678276160731912,52
3.515978356823325,1.7212462443858385,6
2.6887783985584974,7.706634039059281,107
2.9400956612080336,12.250610362738371,158
3.5372692719101906,13.906554030254483,173
2.3347682766616344,12.149014448747039,182
1.5846643634140491,4.661969147622585,73
1.7417661491781473,1.9221609216183424,1
1.8277296982705593,6.210540154948831,113
1.8814905043691397,6.407461140304804,116
1.900098193436861,2.951471472159028,12
1.482982961460948,5.697290517389774,79
1.6197291892021894,3.1962119843810797,6
2.6025689635425806,4.299132943153381,32
2.470093684270978,6.252268521115184,48
3.1823696605861187,7.295858277007937,89
3.0595622453838587,5.079425359144807,26
3.14969134144485,9.111510386690497,71
2.6422383710741997,8.592977603897452,77
1.9216118920594454,23.707068806514144,394
3.627592332661152,5.211591903120279,30
4.106361251324415,6.708365608006716,67
4.474725695326924,8.055517284199595,85
3.8395335264503956,8.889931565150619,102
2.0871861930936575,4.209912296384573,68
1.3139245752245188,3.2344895470887423,26
1.2660587448626757,3.9629413038492203,40
2.197320807725191,2.815993847325444,22
1.9071682468056679,4.973358616232872,69
1.5837609749287367,8.622734230011702,154
1.6398527175188065,2.920256508514285,38
2.0829555448144674,3.5693721678107977,46
1.680220177397132,2.148928377777338,20
2.36577227152884,5.066046502441168,42
2.1560388915240765,5.4304787293076515,35
2.253624577075243,6.603346383199096,28
3.6154568307101727,10.358722211793065,83
3.0450365729629993,7.384276665747166,21
2.585556298494339,8.588701533153653,58
3.747784160077572,9.541952086612582,74
4.952108109369874,6.997481508180499,43
4.441820269450545,7.156675724312663,53
4.308700632303953,6.43884757719934,34
4.104682456701994,4.843061102554202,44
5.49624771438539,7.32843535207212,67
5.425272908061743,9.905734334141016,87
4.361499685794115,10.630603555589914,127
3.6233769357204437,7.889295469969511,110
1.576756652444601,1.6834982428699732,6
1.5682242959737778,2.4781795982271433,37
1.558313563466072,4.947503168135881,94
1.679050326347351,2.1165579985827208,2
2.0901086758822203,3.7694231141358614,43
1.7513270266354084,4.109403068199754,56
2.2293826285749674,6.49689350835979,28
2.9055764712393284,8.777613813057542,75
2.6993939112871885,5.063440643250942,9
3.054346665740013,7.600260000675917,27
4.062734229490161,8.85894032381475,57
3.2844136711210012,7.953770132735372,50
4.8167683985084295,3.6893023177981377,5
6.1371460892260075,2.4853160455822945,13
5.245285678654909,3.850784493610263,28
4.831606721505523,7.008533732965589,64
4.432877477258444,8.022345198318362,68
3.584264360368252,9.656390063464642,131
3.120804762467742,11.31992682814598,150
2.1615845523774624,3.4667394794523716,60
1.5410251766443253,14.053038526326418,242
1.5804689545184374,3.095704512670636,33
1.590985944494605,4.192209804430604,6
2.6421566028147936,4.139508372172713,4
3.5324219539761543,8.142493838444352,51
3.5789902675896883,8.611052434891462,73
3.074526783078909,6.992284072563052,42
4.368865145370364,9.375800039619207,87
4.04924974963069,4.417899584397674,41
3.597534915432334,2.8400543686002493,20
4.780332745984197,8.54317538626492,99
4.056659236550331,4.419606791809201,52
1.9902902971953154,12.54698588885367,165
2.609137088060379,3.6490917932242155,68
2.072886899113655,3.2552630938589573,26
1.822062224149704,1.9676020704209805,12
1.8108096346259117,18.328028792515397,313
2.0410604532808065,6.476815529167652,97
2.188878597691655,13.24180911295116,262
1.652234986424446,2.5203815437853336,14
1.9345621075481176,4.394603302702308,42
2.130794258788228,2.055112097412348,5
2.115800116211176,5.348495092242956,68
2.213798126205802,20.01208813302219,340
1.9665545895695686,4.705886108800769,49
2.353451916947961,6.026511607691646,68
1.949251750484109,2.5784819927066565,12
1.7458469960838556,5.654431188479066,72
2.2706306129693985,4.6113131530582905,58
2.2685476653277874,3.395513465628028,54
1.3915334790945053,6.516781106591225,103
2.164926238358021,5.684015823528171,34
1.6635914705693722,6.13086923211813,39
2.415352201089263,3.8596085123717785,7
2.3696812000125647,6.362474661320448,36
3.9583510607481003,7.463244181126356,67
3.9085517283529043,6.290368299931288,35
3.3280759919434786,5.874457564204931,30
4.0142203848809,10.533070838078856,125
3.67787972278893,4.4132932890206575,59
3.3091995008289814,8.854012897238135,124
3.5114577040076256,6.72977040708065,89
2.3976464550942183,4.45814922824502,71
1.8414531275629997,2.8459428139030933,44
1.4200755897909403,2.022615486755967,28
1.3423266634345055,8.814448537304997,166
1.2990079000592232,4.160607224330306,49
1.4337249789386988,4.178842971101403,37
1.4670964684337378,3.1090013291686773,8
2.8823855482041836,5.450432924553752,32
2.8531189654022455,10.31321076117456,127
2.891029829159379,7.334654526785016,42
3.0826155561953783,5.26682716421783,24
3.590960666537285,4.713816668838263,27
2.9286110792309046,7.772327920421958,68
3.9107480999082327,8.189429126679897,78
3.6709479205310345,7.076511740684509,76
4.298985488712788,4.5129695273935795,65
3.6261950880289078,12.284713419154286,147
4.269469944760203,10.348068222403526,143
3.9343239422887564,12.777745794504881,175
1.9796989038586617,2.5909018740057945,43
2.0394101291894913,2.5720109548419714,44
1.3718886151909828,5.4034570548683405,102
1.3521921001374722,3.5311986468732357,32
1.01177410595119,8.586905224248767,70
1.4787269346415997,3.5780602041631937,8
2.1080530304461718,7.446038279682398,41
3.2617063261568546,8.170617504045367,60
3.3486674521118402,7.643437629565597,69
3.9416945911943913,3.0138981118798256,26
4.514525258913636,9.49205501563847,103
4.205507196485996,10.531910991296172,120
4.337100926786661,25.432032896205783,389
5.200549000874162,18.567387986928225,326
5.368952004238963,9.372133564203978,108
3.3661445509642363,9.513968501240015,107
2.274101462215185,2.390094680711627,22
1.4386853761970997,1.838239163160324,29
1.1393339522182941,13.924677897244692,213
1.4110001269727945,2.575742146000266,35
1.2685810178518295,1.405887484550476,6
2.236861675977707,5.118279069662094,42
2.5238626059144735,4.229652334004641,20
2.139286557212472,6.665673078969121,51
